mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
36502,2017-10-10,2018-03-27,30 sec ,24,['Parody'],5243,,5021,G - All Ages,6.66,2346,Manga,Finished Airing,"[{'mal_id': 1396, 'name': 'W-Toon Studio'}, {'mal_id': 1673, 'name': 'DMM.futureworks'}]","As the television anime Mahoutsukai no Yome debuts a new episode every week, one new 30-second episode of the series of shorts will debut every week on the official Twitter every Tuesday. The previous week's episode will no longer be available when each new episode debuts. (Source: ANN)",MahoYome,,ONA
36510,2018-10-07,2018-12-30,23 min ,12,"['Action', 'Fantasy']",1690,Fall 2018,9656,PG-13 - Teens 13 or older,5.36,20170,Light novel,Finished Airing,"[{'mal_id': 1299, 'name': 'AXsiZ'}]","The story is set in the 15th century, during the Hundred Years' War between France and England over the succession to the French throne. Montmorency, the son of a noble, immerses himself in the studies of magic and alchemy at a royal knight training school. However, following France's crushing defeat at Agincourt, the school is dissolved. Having lost everything and now a wanted man, Montmorency, who had just become an alchemist, encounters a mysterious village girl named Jehanne. (Source: MAL News)",Ulysses: Jehanne Darc to Renkin no Kishi,Ulysses: Jeanne d'Arc and the Alchemist Knight,TV
36511,2018-04-03,2018-06-19,24 min ,12,"['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']",148,Spring 2018,5094,R - 17+ (violence & profanity),6.64,297892,Manga,Finished Airing,"[{'mal_id': 1, 'name': 'Studio Pierrot'}, {'mal_id': 1129, 'name': 'Pierrot Plus'}]","Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence. The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be. [Written by MAL Rewrite]",Tokyo Ghoul:re,Tokyo Ghoul:re,TV
36513,2018-04-11,2018-06-27,23 min ,12,"['Seinen', 'Slice of Life']",3368,Spring 2018,1246,PG-13 - Teens 13 or older,7.61,7445,Manga,Finished Airing,"[{'mal_id': 218, 'name': 'Zexcs'}]","Four men—Gure, Sui, Tokitaka, and Tsubaki—each help run a Japanese tea shop together called Rokuhoudou. When one visits the shop, they are greeted warmly, served with tea, and are often helped with any problems they may have. (Source: MAL News)",Rokuhoudou Yotsuiro Biyori,Yotsuiro Biyori,TV
36516,2018-01-13,2018-06-30,24 min ,20,"['Action', 'Drama', 'Romance', 'Sci-Fi']",1043,Winter 2018,7139,PG-13 - Teens 13 or older,6.2,31050,Light novel,Finished Airing,"[{'mal_id': 51, 'name': 'Diomedea'}]","With great advancements in technology, mankind has created hIEs, human-like robots that act as public and personal servants for society. Unlike many others, the kind-hearted high school student Arato Endou treats hIEs as equals, but his financial situation keeps him from ever owning one. However, his normal life is shattered when an ordinary run to the local grocery store goes horribly awry. Viciously assaulted by a hacked hIE, Arato is on the verge of death; but luckily, he is saved by an abnormal hIE carrying a weaponized coffin. Her name is Lacia, one of five highly advanced hIEs that recently escaped the clutches of the mysterious MemeFrame Corporation. Faced with a hacked car threatening to run them over, Lacia offers Arato a deal: in exchange for saving his life, he must register as her new owner, thus taking full responsibility for her actions. With little choice, he decides to trust this artificial girl and allows her to live in his home. Though Lacia begins to adapt to her new, peaceful lifestyle, she warns the entranced Arato of one thing—she does not have a soul. [Written by MAL Rewrite]",Beatless,Beatless,TV
36522,2018-02-23,2018-05-11,24 min ,12,"['Action', 'Comedy', 'Magic', 'Shounen Ai', 'Supernatural']",3126,Winter 2018,1575,PG-13 - Teens 13 or older,7.5,8981,Web manga,Finished Airing,"[{'mal_id': 1325, 'name': 'Haoliners Animation League'}]","In this new season, we will discover the backstory of Tanmoki and who will learn through his memories who was his ancestor Rakugetsu. (Source: ANN)",Ling Qi 2,Spiritpact: Bond of the Underworld,TV
3653,2008-10-03,2009-03-20,23 min ,24,"['Action', 'Mecha', 'Sci-Fi']",2463,Fall 2008,3740,R - 17+ (violence & profanity),6.96,15757,Manga,Finished Airing,"[{'mal_id': 3, 'name': 'Gonzo'}]","Fourteen-year-old Kouichi Hayase's life has always been a mediocre one, if not dismal. However, those days of being bullied by classmates and escaping to a fantasy of being a hero are put to an end when a certain ""accident"" bestows on him a girl and a gigantic humanoid robot called ""LINEBARREL."" The extraordinary power that Kouichi obtains puts him and everything around him on a sudden rollercoaster ride of battles, intrigues and friendship! During the course of his adventure, the boy starts to learn what life has to offer; he meets new friends, bids farewell to the old ones, but most of all he now has considerable responsibilities and is forced to confront the world around him. (Source: Official site)",Kurogane no Linebarrels,Linebarrels of Iron,TV
36542,2017-10-21,,1 min,1,"['Sci-Fi', 'Romance']",7354,,6333,PG-13 - Teens 13 or older,6.38,638,Novel,Finished Airing,"[{'mal_id': 56, 'name': 'A-1 Pictures'}]","An animated promotional video for the novel of the same title. The novel's story is set in the year 2060 with Tokyo's third Olympics close at hand. While a secret project using robots moves forward, notice of a terrorist threat arrives. The story's protagonist combats terrorism and aims to protect the heroine, to whom he has given his heart. Plot twists come one after another as the story unfolds to a moving conclusion. (Source: ANN)",Boku wa Robot-goshi no Kimi ni Koi wo Suru,I fall in love with you through a robot,Special
36544,2017-08-05,2017-10-14,15 min ,12,"['Action', 'Comedy', 'Supernatural']",9169,,5862,PG-13 - Teens 13 or older,6.48,339,Manga,Finished Airing,[],"The opposite bank of Lethe River is Boundary Realm with all night along, keeping the balance of the world’s deaths by ghost messengers. Black and White Warriors are ghost messengers collecting spirits from the Human Realm. Xiaohei and Xiaobai, a pair of Black and White Warriors at the bottom, whose relationship became delicate after experiencing the incident happened inside One Hundred Ghost Great Seal. At the same time, Xiaobai’s true identity began to surface…",Heibai Wushang 2nd Season,Black and White Warriors,ONA
36545,2017-02-24,2017-06-02,15 min ,15,"['Comedy', 'Historical', 'Supernatural', 'Romance']",6095,,1461,PG-13 - Teens 13 or older,7.54,1704,Manga,Finished Airing,"[{'mal_id': 1325, 'name': 'Haoliners Animation League'}]",The 5th season of Huyao Xiao Hongniang.,Huyao Xiao Hongniang: Qian Yan,Fox Spirit Matchmaker 5th Season,ONA
36548,2018-01-08,2018-03-26,23 min ,12,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",1003,Winter 2018,3372,R - 17+ (violence & profanity),7.06,50539,Manga,Finished Airing,"[{'mal_id': 1393, 'name': 'Geno Studio'}]","Having failed 19 job interviews in one day, Juri Yukawa's dreams of moving out of her parents' home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off father Takafumi, and single-parent sister Sanae, the only hope for this family to raise a decent adult is her little nephew Makoto. However, this struggling family's life takes a turn for the worse when Makoto and Tsubasa are violently kidnapped by a mysterious organization and held for ransom. With only 30 minutes to deliver five million yen to the criminals, Juri's grandfather reveals a dangerously powerful secret to her and Takafumi. By offering blood to her grandfather's mystical stone, the three enter the world of ""Stasis,"" a version of their world where time stops for everyone but the users. Having arrived at their destination, their rescue efforts go awry when they are assailed by a surprising group of people who are somehow able to move around within Stasis. While all hope seems lost, a monstrous giant known only as the Herald appears amidst the chaos, its intent and motivations as cryptic as the very nature of this timeless world. [Written by MAL Rewrite]",Kokkoku,Kokkoku,TV
3655,2008-04-07,2008-09-29,24 min ,26,"['Action', 'Fantasy', 'Supernatural', 'Comedy', 'Drama', 'Shounen']",931,Spring 2008,2340,PG-13 - Teens 13 or older,7.3,55870,Manga,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu, ""Shinrabanshou,"" a powerful technique many ninja clans desire to possess to become the ruler of Nabari. Fellow classmate Kouichi and his English teacher Kumohira are both secretly Banten clan ninjas, pledging themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ""club."" However, after numerous attacks, he finds no choice but to join their group as a means for his survival. Slowly, Miharu takes a step closer to becoming the ruler of Nabari. [Written by MAL Rewrite]",Nabari no Ou,Nabari no Ou,TV
36563,2018-04-06,2018-06-29,24 min ,13,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",395,Spring 2018,596,R - 17+ (violence & profanity),7.95,153080,Original,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring."" Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival. [Written by MAL Rewrite]",Megalo Box,MEGALOBOX,TV
36587,2019-10-05,2019-12-28,23 min ,12,"['Adventure', 'Fantasy']",2350,Fall 2019,4401,PG-13 - Teens 13 or older,6.79,10714,Game,Finished Airing,"[{'mal_id': 569, 'name': 'MAPPA'}]","On the run from the Erste Empire, Gran and the crew of the Grandcypher receive an offer to negotiate a ceasefire. Meeting at the neutral territory of Albion Citadel, they are welcomed and hosted by Vira Lillie: current Lord Commander of Albion and a friend of Katalina Alize from her officer training at Albion. Imperial General Furias grants the Skyfarers an official pardon, but fails to defuse the tense situation. Given time to unwind, the Skyfarers attend a gala hosted by Vira to celebrate the arrival of the crew. However, tensions run high, as Furias and the Erste delegation remain at Albion even after the negotiations conclude. Learning about the existence of a Primal Beast on the island, the crew is shocked to discover a letter from Katalina announcing her resignation. While Gran heads off to find their former comrade, Eugen and Rackam decide to investigate the Imperial presence on the island, suspecting a more sinister scheme lying up the Empire's sleeve. [Written by MAL Rewrite]",Granblue Fantasy The Animation Season 2,GRANBLUE FANTASY The Animation Season2,TV
36597,2017-02-13,,2 min,1,['Music'],10978,,9811,G - All Ages,5.27,397,Original,Finished Airing,[],Official music video for the song Detarame Rock & Roll Theory by the fictional band Irodorimidori. It is the 5th song in the franchise and focuses on Naru Hakobe.,Detarame Rock & Roll Theory,Detarame Rock&Roll Theory,Music
36598,2016-11-01,,2 min,1,['Music'],11232,,9708,G - All Ages,5.33,353,Original,Finished Airing,[],Official music video for the song Heart Beat by the fictional band Irodorimidori. It is the 6th song in the franchise and focuses on Serina Akesaka.,Heart Beat,,Music
36599,2016-06-19,,2 min,1,['Music'],10459,,9896,G - All Ages,5.23,392,Original,Finished Airing,[],Official music video for the song Muteki We Are One!! by the fictional band Irodorimidori. It is the 7th song in the franchise.,Muteki We Are One!!,,Music
3660,1986-03-07,1986-08-29,23 min ,25,"['Comedy', 'Fantasy', 'Kids', 'Magic', 'Shoujo']",8524,Spring 1986,6819,G - All Ages,6.28,421,Original,Finished Airing,"[{'mal_id': 1, 'name': 'Studio Pierrot'}]","Yumi is a girl who likes flowers and comics. When Kakimaru and Keshimaru, flower fairies, see Yumi in trouble, they decide to help her. They tell Yumi that flower fairies give magic tools to children who take care of flowers. Kakimaru and Keshimaru, which sees Yumi's pure affection towards flowers, decide to give her a magic cane and a pendant. By using the cane, any pictures she drew in the air takes form and becomes real. However, once the pendant starts to flash, there are only 30 seconds left before the power of the magic disappears. Yumi always tries to use her magical power in a good manner, but she is hasty and goofy. As a result, her magic often causes a big trouble around her. This is the fourth series of Magical Girl Series. (Source: Studio Pierrot)",Mahou no Idol Pastel Yumi,Magical Idol Pastel Yumi,TV
36604,2017-03-22,,2 min,1,['Music'],7913,,9769,G - All Ages,5.3,857,Original,Finished Airing,[],Official music video for the song Bang Babang Bang!!! by the fictional band Irodorimidori. It is the 14th song in the franchise and focuses on Aliciana Ogata.,Bang Babang Bang!!!,Bang Babang Bang!!!,Music
36605,2017-04-16,,2 min,1,['Music'],10925,,10075,G - All Ages,5.1,365,Original,Finished Airing,[],Official music video for the song Tic Tac Dreamin’ by the fictional band Irodorimidori. It is the 15th song in the franchise and focuses on Nazuna Tennozu.,Tic Tac Dreamin',Tic Tac Dreamin’,Music
36606,2017-05-23,,2 min,1,['Music'],10255,,9471,G - All Ages,5.45,404,Original,Finished Airing,[],Official music video for the song Trust by the fictional band Irodorimidori. It is the 16th song in the franchise and focuses on Nagi Kobotoke.,Trust,Trust,Music
36607,2017-06-20,,1 min,1,['Music'],10963,,9919,G - All Ages,5.21,352,Original,Finished Airing,[],Official music video for the song Spicy Swingy Style by the fictional band Irodorimidori. It is the 17th song in the franchise and focuses on Serina Akesaka.,Spicy Swingy Style,Spicy Swingy Style,Music
36608,2017-10-16,,1 min,1,['Music'],10964,,8926,G - All Ages,5.67,362,Original,Finished Airing,"[{'mal_id': 2034, 'name': 'Akatsuki'}]",Official music video for the song Session High⤴ by the fictional band Irodorimidori. It is the 20th song in the franchise.,Session High⤴,Session High⤴,Music
36622,2014-11-27,,22 min,1,['Slice of Life'],13614,,9261,G - All Ages,5.54,122,Original,Finished Airing,[],"This visual production is a project of Hachinohe Portal Museum “hacchi”, a cultural facility located in Hachinohe, Aomori Prefecture. The animation, set in the coastal area of Hachinohe depicting the landscape and life in Hachinohe, from the eyes of a girl called Hamaneko who came from the planet Nekoryoshka, and Kabu a black tail gull; employing animations created from textiles. Food menu that appears in the story are original productions of [Bistrot Pot d’Etain] chef , Yuki Miura, of Hachinohe. (Source: Official YouTube Channel)",Hamaneko,Hamaneko,Special
36624,2017-10-01,,15 sec,1,"['Game', 'Comedy']",11938,,9739,G - All Ages,5.32,132,Game,Finished Airing,[],"A 4th Anniversary Monster Strike TV commercial featuring Egashira 2:50 (pronounced Egashira Nijigojuppun), a Japanese comedian. The first commercial in the promotion was originally released with the live actor. It was then fully rotoscoped and released again with some changes as an animated version.",4 Shuunen Monst? Shiru ka yo!,4th anniversary monst? I know!,Special
36629,2016-10-14,,4 min,1,"['Slice of Life', 'Comedy', 'School', 'Shoujo']",7240,,6454,PG-13 - Teens 13 or older,6.35,569,4-koma manga,Finished Airing,"[{'mal_id': 1264, 'name': 'EMT Squared'}]",A bonus episode bundled with the DVD and Blu-ray releases taking place at a sports day.,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",The Highschool Life of a Fudanshi Special,Special
36630,2016-06-03,,3 min,1,['Music'],10937,,6257,G - All Ages,6.4,424,Music,Finished Airing,[],"Animated PV created for the release of Hachioji-P's「Eight -THE BEST OF 八王子P-」 It tells the story of a girl who is sick of dealing with a man who is shallow, and only interested in her when he wants something from her. After listening to his constant excuses, she finally has enough with the disinterest he has in her, and leaves him. (Source: Vocaloid Wiki)",Kimagure Mercy,,Music
36633,2019-01-11,2019-03-29,24 min ,12,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Mecha', 'School']",709,Winter 2019,3010,R - 17+ (violence & profanity),7.13,77530,Light novel,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","Shidou Itsuka carries on with his quest for Ratatoskr in finding Spirits and trying to seal their powers, all while maintaining his relationships with the ones he had already sealed. Moreover, as new Spirits appear, he must undergo more complicated trials—all to put a stop to further disasters as he discovers more about the Spirits' origin. [Written by MAL Rewrite]",Date A Live III,Date A Live III,TV
36652,2018-04-09,2018-07-02,25 min ,12,"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",1660,Spring 2018,2105,PG-13 - Teens 13 or older,7.35,26417,Manga,Finished Airing,"[{'mal_id': 1314, 'name': 'Gaina'}]","A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life. (Source: KEFI)",Piano no Mori (TV),Forest of Piano,TV
36654,2018-07-23,2018-10-15,25 min ,12,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']",4234,Summer 2018,4710,PG-13 - Teens 13 or older,6.72,3279,Novel,Finished Airing,"[{'mal_id': 94, 'name': 'Telecom Animation Film'}]","The series is set during the Edo period, in the Fukagawa ward of old Edo (present-day Tokyo). Because the area is prone to fire and flooding, residents rent everyday items like pots, futons, and clothing from shops instead of purchasing them, so as not to impede them when they flee. Obeni and Seiji, an older sister and younger brother, run one such rental shop called Izumoya. However, mixed in with their inventory are tsukumogami, objects that have turned into spirits after a hundred years of existence. The siblings sometimes lend these sentient items to customers. Both Obeni and Seiji can see and talk to these spirits, and other tsukumogami often come to the store after hearing of the famed siblings. (Source: ANN)",Tsukumogami Kashimasu,We Rent Tsukumogami,TV
3668,2008-06-21,2008-12-20,24 min ,26,"['Fantasy', 'School']",5153,Summer 2008,5081,PG-13 - Teens 13 or older,6.65,2003,Novel,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","Ran is a bright and energetic first-grader in junior high school who possesses supernatual abilities. Together with Midori (her friend who also has supernatural powers) and Rui, the threesome are constantly embroiled in mysterious circumstances. Ran is troubled by her powers because it seems to spark off the ill intentions of people in contact with her. However, with the support of her family and peers, Ran learns to deal with her 'other' side and accepts who she is. The threesome also learn how to team up as a whole and solve these mysterious events. (Source: ANN)",Telepathy Shoujo Ran,,TV
3669,2005-03-12,,45 min,1,"['Adventure', 'Kids']",9895,,8577,PG - Children,5.8,401,Original,Finished Airing,[],No synopsis has been added for this series yet. Click here to update this information.,Duel Masters Movie 1: Yami no Shiro no Maryuuou,,Movie
